EmployeeNumber,Age,Attrition,DistanceFromHome,Gender,MaritalStatus,BT_ID,E_ID,EmployeeFinances_ID,D_ID,JR_ID,Experience_ID,Assessment_ID
448,43,No,10,Female,Divorced,BT003,E004,EF0331,D002,JR012,E0331,A0331
449,27,No,1,Male,Married,BT001,E001,EF0332,D003,JR010,E0332,A0332
450,54,No,20,Female,Single,BT003,E004,EF0333,D002,JR011,E0333,A0333
451,43,No,7,Female,Married,BT002,E003,EF0334,D002,JR023,E0334,A0334
452,45,No,8,Male,Married,BT002,E004,EF0335,D002,JR011,E0335,A0335
453,40,No,1,Male,Married,BT002,E002,EF0336,D003,JR010,E0336,A0336
454,29,Yes,8,Male,Married,BT002,E004,EF0337,D002,JR003,E0337,A0337
455,29,No,9,Male,Single,BT002,E005,EF0338,D002,JR003,E0338,A0338
456,30,No,5,Female,Divorced,BT002,E003,EF0339,D003,JR010,E0339,A0339
458,27,No,8,Female,Married,BT002,E004,EF0340,D003,JR010,E0340,A0340
460,37,No,5,Male,Divorced,BT002,E002,EF0341,D002,JR013,E0341,A0341
461,38,No,15,Male,Divorced,BT002,E002,EF0342,D002,JR027,E0342,A0342
462,31,No,7,Female,Single,BT002,E004,EF0343,D002,JR022,E0343,A0343
463,29,No,10,Female,Divorced,BT002,E001,EF0344,D003,JR010,E0344,A0344
464,35,No,5,Male,Single,BT002,E004,EF0345,D002,JR022,E0345,A0345
465,23,No,26,Male,Divorced,BT002,E001,EF0346,D002,JR002,E0346,A0346
466,41,No,6,Male,Single,BT002,E003,EF0347,D002,JR013,E0347,A0347
467,47,No,4,Male,Single,BT003,E001,EF0348,D003,JR016,E0348,A0348
468,42,No,23,Female,Single,BT002,E005,EF0349,D002,JR036,E0349,A0349
469,29,No,2,Male,Married,BT001,E003,EF0350,D003,JR010,E0350,A0350
470,42,No,2,Male,Divorced,BT002,E001,EF0351,D001,JR008,E0351,A0351
471,32,No,2,Female,Married,BT002,E003,EF0352,D002,JR003,E0352,A0352
473,48,No,29,Female,Married,BT002,E001,EF0353,D003,JR024,E0353,A0353
474,37,No,6,Male,Divorced,BT002,E003,EF0354,D002,JR011,E0354,A0354
475,30,No,25,Female,Married,BT001,E002,EF0355,D003,JR010,E0355,A0355
476,26,No,1,Male,Married,BT002,E003,EF0356,D003,JR010,E0356,A0356
477,42,No,2,Male,Single,BT002,E004,EF0357,D002,JR014,E0357,A0357
478,21,Yes,1,Female,Single,BT003,E001,EF0358,D003,JR007,E0358,A0358
479,36,No,1,Female,Single,BT001,E005,EF0359,D003,JR010,E0359,A0359
481,36,No,3,Male,Married,BT003,E004,EF0360,D003,JR019,E0360,A0360
482,57,No,1,Male,Married,BT002,E004,EF0361,D002,JR014,E0361,A0361
483,40,No,10,Female,Married,BT002,E004,EF0362,D002,JR003,E0362,A0362
484,21,No,9,Male,Single,BT001,E002,EF0363,D003,JR007,E0363,A0363
485,33,Yes,5,Female,Single,BT002,E003,EF0364,D003,JR007,E0364,A0364
486,37,No,10,Female,Married,BT002,E003,EF0365,D002,JR003,E0365,A0365
487,46,No,7,Female,Married,BT001,E004,EF0366,D002,JR013,E0366,A0366
488,41,Yes,4,Male,Single,BT003,E003,EF0367,D003,JR010,E0367,A0367
491,50,No,10,Male,Single,BT002,E003,EF0368,D002,JR023,E0368,A0368
492,40,Yes,22,Male,Married,BT002,E002,EF0369,D003,JR010,E0369,A0369
493,31,No,9,Male,Single,BT002,E004,EF0370,D002,JR002,E0370,A0370
494,21,Yes,12,Female,Single,BT002,E003,EF0371,D003,JR007,E0371,A0371
495,29,No,23,Male,Single,BT002,E003,EF0372,D002,JR002,E0372,A0372
496,35,No,9,Male,Single,BT002,E004,EF0373,D002,JR014,E0373,A0373
497,27,No,1,Male,Divorced,BT002,E002,EF0374,D002,JR003,E0374,A0374
498,28,No,9,Male,Single,BT002,E004,EF0375,D003,JR010,E0375,A0375
499,49,No,7,Male,Single,BT002,E003,EF0376,D002,JR023,E0376,A0376
500,51,No,14,Female,Married,BT002,E002,EF0377,D003,JR010,E0377,A0377
501,36,No,2,Female,Married,BT002,E003,EF0378,D002,JR002,E0378,A0378
502,34,Yes,19,Male,Single,BT001,E003,EF0379,D003,JR010,E0379,A0379
505,55,No,2,Female,Single,BT002,E003,EF0380,D002,JR033,E0380,A0380
507,24,No,10,Female,Divorced,BT002,E004,EF0381,D003,JR010,E0381,A0381
508,30,No,2,Male,Married,BT002,E001,EF0382,D003,JR007,E0382,A0382
510,26,Yes,3,Male,Single,BT003,E001,EF0383,D002,JR002,E0383,A0383
511,22,No,11,Female,Married,BT002,E003,EF0384,D002,JR002,E0384,A0384
513,36,No,2,Male,Married,BT002,E002,EF0385,D003,JR019,E0385,A0385
514,30,Yes,4,Male,Single,BT003,E003,EF0386,D002,JR002,E0386,A0386
515,37,No,14,Female,Divorced,BT002,E003,EF0387,D002,JR003,E0387,A0387
516,40,No,2,Female,Divorced,BT002,E002,EF0388,D003,JR010,E0388,A0388
517,42,No,1,Female,Divorced,BT002,E004,EF0389,D002,JR003,E0389,A0389
518,37,No,10,Male,Single,BT002,E004,EF0390,D002,JR013,E0390,A0390
520,43,No,12,Male,Divorced,BT002,E003,EF0391,D002,JR036,E0391,A0391
521,40,No,2,Female,Married,BT002,E003,EF0392,D002,JR012,E0392,A0392
522,54,No,5,Male,Married,BT002,E002,EF0393,D002,JR045,E0393,A0393
523,34,No,4,Female,Married,BT001,E004,EF0394,D003,JR010,E0394,A0394
524,31,No,7,Female,Married,BT002,E002,EF0395,D002,JR013,E0395,A0395
525,43,No,21,Male,Married,BT003,E003,EF0396,D002,JR003,E0396,A0396
526,43,No,8,Female,Divorced,BT002,E004,EF0397,D002,JR014,E0397,A0397
527,25,No,4,Female,Single,BT002,E002,EF0398,D003,JR010,E0398,A0398
529,37,No,25,Female,Married,BT001,E005,EF0399,D002,JR011,E0399,A0399
530,31,No,1,Male,Married,BT002,E002,EF0400,D002,JR003,E0400,A0400
531,39,No,1,Male,Divorced,BT003,E001,EF0401,D002,JR042,E0401,A0401
532,56,No,6,Female,Married,BT003,E003,EF0402,D003,JR028,E0402,A0402
533,30,No,12,Female,Single,BT002,E003,EF0403,D003,JR010,E0403,A0403
534,41,No,1,Male,Married,BT002,E003,EF0404,D003,JR019,E0404,A0404
536,28,No,17,Male,Divorced,BT002,E002,EF0405,D002,JR012,E0405,A0405
538,25,Yes,3,Male,Married,BT002,E003,EF0406,D002,JR003,E0406,A0406
543,52,No,3,Male,Married,BT002,E003,EF0407,D002,JR022,E0407,A0407
544,45,No,10,Male,Married,BT002,E002,EF0408,D002,JR002,E0408,A0408
546,52,No,4,Female,Married,BT002,E002,EF0409,D002,JR033,E0409,A0409
547,42,No,29,Female,Divorced,BT003,E002,EF0410,D002,JR011,E0410,A0410
548,30,No,2,Female,Single,BT002,E003,EF0411,D002,JR013,E0411,A0411
549,60,No,7,Female,Married,BT002,E003,EF0412,D002,JR042,E0412,A0412
550,46,No,18,Female,Divorced,BT002,E003,EF0413,D002,JR013,E0413,A0413
551,42,No,28,Female,Married,BT003,E004,EF0414,D002,JR014,E0414,A0414
554,24,Yes,1,Female,Single,BT002,E001,EF0415,D003,JR007,E0415,A0415
555,34,Yes,6,Female,Divorced,BT003,E002,EF0416,D003,JR007,E0416,A0416
556,38,No,2,Male,Married,BT003,E002,EF0417,D002,JR003,E0417,A0417
558,40,No,2,Female,Married,BT002,E004,EF0418,D003,JR042,E0418,A0418
560,26,No,23,Female,Divorced,BT002,E003,EF0419,D002,JR002,E0419,A0419
562,30,No,3,Male,Married,BT001,E003,EF0420,D002,JR003,E0420,A0420
564,29,No,3,Male,Married,BT002,E004,EF0421,D002,JR027,E0421,A0421
565,29,Yes,25,Female,Married,BT002,E005,EF0422,D002,JR002,E0422,A0422
566,19,Yes,2,Male,Single,BT002,E002,EF0423,D001,JR008,E0423,A0423
567,30,No,22,Female,Married,BT001,E004,EF0424,D003,JR019,E0424,A0424
568,57,No,29,Male,Divorced,BT002,E003,EF0425,D003,JR033,E0425,A0425
569,50,No,29,Male,Married,BT002,E004,EF0426,D002,JR033,E0426,A0426
571,30,No,2,Female,Single,BT001,E003,EF0427,D002,JR003,E0427,A0427
573,60,No,28,Female,Married,BT003,E003,EF0428,D003,JR019,E0428,A0428
574,47,No,2,Female,Divorced,BT002,E002,EF0429,D002,JR013,E0429,A0429
575,46,No,2,Male,Married,BT002,E003,EF0430,D002,JR036,E0430,A0430
577,35,No,22,Male,Single,BT002,E003,EF0431,D002,JR003,E0431,A0431
578,54,No,8,Female,Single,BT002,E004,EF0432,D002,JR012,E0432,A0432
579,34,No,2,Male,Divorced,BT002,E004,EF0433,D002,JR002,E0433,A0433
580,46,No,10,Female,Married,BT002,E003,EF0434,D003,JR019,E0434,A0434
581,31,No,9,Male,Divorced,BT002,E001,EF0435,D002,JR022,E0435,A0435
582,33,Yes,15,Male,Married,BT002,E001,EF0436,D002,JR024,E0436,A0436
584,33,Yes,10,Male,Divorced,BT002,E001,EF0437,D002,JR003,E0437,A0437
585,30,No,7,Male,Single,BT002,E001,EF0438,D003,JR007,E0438,A0438
586,35,No,16,Male,Married,BT002,E003,EF0439,D002,JR023,E0439,A0439
587,31,Yes,20,Male,Married,BT003,E003,EF0440,D002,JR023,E0440,A0440
590,34,Yes,23,Female,Divorced,BT003,E003,EF0441,D001,JR026,E0441,A0441
591,42,No,5,Male,Married,BT003,E002,EF0442,D002,JR003,E0442,A0442
592,36,No,10,Male,Single,BT001,E004,EF0443,D003,JR019,E0443,A0443
593,22,Yes,4,Male,Single,BT003,E001,EF0444,D002,JR003,E0444,A0444
595,48,No,2,Female,Married,BT002,E005,EF0445,D003,JR010,E0445,A0445
597,55,No,18,Female,Single,BT002,E005,EF0446,D003,JR033,E0446,A0446
599,41,No,10,Male,Single,BT001,E002,EF0447,D003,JR010,E0447,A0447
600,35,No,1,Male,Married,BT002,E003,EF0448,D003,JR010,E0448,A0448
601,40,No,6,Female,Single,BT002,E003,EF0449,D002,JR031,E0449,A0449
602,39,No,8,Female,Married,BT003,E001,EF0450,D002,JR003,E0450,A0450
604,31,No,2,Male,Single,BT002,E001,EF0451,D003,JR010,E0451,A0451
605,42,No,24,Male,Married,BT002,E003,EF0452,D002,JR022,E0452,A0452
606,45,No,2,Male,Married,BT002,E003,EF0453,D003,JR010,E0453,A0453
608,26,Yes,17,Female,Divorced,BT003,E004,EF0454,D001,JR008,E0454,A0454
611,29,No,19,Male,Divorced,BT002,E003,EF0455,D002,JR013,E0455,A0455
612,33,No,1,Female,Divorced,BT002,E005,EF0456,D002,JR036,E0456,A0456
613,31,No,7,Male,Divorced,BT002,E003,EF0457,D003,JR024,E0457,A0457
614,18,Yes,5,Male,Single,BT003,E003,EF0458,D003,JR007,E0458,A0458
615,40,No,28,Male,Divorced,BT001,E003,EF0459,D003,JR019,E0459,A0459
616,41,No,2,Female,Single,BT001,E004,EF0460,D002,JR014,E0460,A0460
618,26,No,29,Male,Divorced,BT002,E002,EF0461,D003,JR010,E0461,A0461
620,35,No,1,Female,Single,BT002,E003,EF0462,D003,JR010,E0462,A0462
621,34,No,21,Male,Single,BT002,E004,EF0463,D003,JR010,E0463,A0463
622,26,Yes,24,Male,Single,BT002,E003,EF0464,D002,JR003,E0464,A0464
623,37,No,1,Female,Single,BT002,E003,EF0465,D002,JR022,E0465,A0465
624,46,No,18,Female,Married,BT003,E001,EF0466,D002,JR023,E0466,A0466
625,41,No,2,Female,Married,BT002,E005,EF0467,D003,JR033,E0467,A0467
626,37,No,9,Male,Divorced,BT001,E004,EF0468,D003,JR019,E0468,A0468
630,52,No,6,Male,Divorced,BT002,E002,EF0469,D002,JR011,E0469,A0469
631,32,Yes,11,Male,Married,BT001,E004,EF0470,D003,JR010,E0470,A0470
632,24,No,24,Male,Married,BT003,E003,EF0471,D003,JR007,E0471,A0471
634,38,No,10,Female,Married,BT002,E003,EF0472,D002,JR014,E0472,A0472
635,37,No,1,Female,Married,BT002,E004,EF0473,D002,JR013,E0473,A0473
638,49,No,18,Male,Divorced,BT002,E004,EF0474,D002,JR045,E0474,A0474
639,24,No,23,Male,Married,BT002,E003,EF0475,D002,JR002,E0475,A0475
641,26,No,28,Male,Married,BT002,E002,EF0476,D003,JR010,E0476,A0476
643,24,No,17,Male,Married,BT002,E002,EF0477,D002,JR003,E0477,A0477
644,50,No,3,Male,Married,BT003,E003,EF0478,D001,JR042,E0478,A0478
645,25,No,13,Male,Married,BT002,E001,EF0479,D003,JR007,E0479,A0479
647,24,Yes,7,Female,Married,BT003,E003,EF0480,D002,JR003,E0480,A0480
648,30,Yes,12,Male,Married,BT003,E004,EF0481,D003,JR007,E0481,A0481
649,34,No,1,Male,Married,BT002,E002,EF0482,D002,JR002,E0482,A0482
650,31,Yes,13,Male,Divorced,BT002,E004,EF0483,D003,JR010,E0483,A0483
652,35,No,25,Male,Single,BT002,E002,EF0484,D002,JR012,E0484,A0484
653,31,No,6,Male,Divorced,BT002,E004,EF0485,D003,JR010,E0485,A0485
655,27,No,6,Female,Divorced,BT002,E004,EF0486,D002,JR002,E0486,A0486
656,37,No,2,Male,Married,BT002,E003,EF0487,D003,JR010,E0487,A0487
657,20,No,1,Female,Single,BT002,E003,EF0488,D002,JR002,E0488,A0488
659,42,No,2,Female,Married,BT002,E004,EF0489,D002,JR014,E0489,A0489
661,43,No,6,Male,Divorced,BT002,E004,EF0490,D002,JR036,E0490,A0490
662,38,No,1,Female,Single,BT002,E001,EF0491,D002,JR002,E0491,A0491
663,43,No,9,Male,Divorced,BT003,E005,EF0492,D002,JR012,E0492,A0492
664,48,No,1,Female,Married,BT002,E004,EF0493,D002,JR033,E0493,A0493
665,44,No,1,Female,Single,BT002,E004,EF0494,D001,JR017,E0494,A0494
666,34,No,14,Female,Divorced,BT002,E003,EF0495,D003,JR007,E0495,A0495
667,27,Yes,2,Male,Divorced,BT002,E001,EF0496,D003,JR007,E0496,A0496
669,21,No,22,Male,Single,BT002,E001,EF0497,D003,JR007,E0497,A0497
671,44,No,3,Male,Married,BT002,E004,EF0498,D002,JR042,E0498,A0498
675,22,No,6,Male,Married,BT002,E001,EF0499,D002,JR002,E0499,A0499
677,33,No,8,Male,Divorced,BT002,E004,EF0500,D003,JR010,E0500,A0500
679,32,No,9,Female,Married,BT002,E004,EF0501,D002,JR011,E0501,A0501
680,30,No,3,Female,Divorced,BT003,E003,EF0502,D002,JR002,E0502,A0502
682,53,No,1,Female,Single,BT002,E001,EF0503,D003,JR010,E0503,A0503
683,34,No,1,Male,Married,BT002,E005,EF0504,D002,JR002,E0504,A0504
684,45,Yes,26,Female,Married,BT003,E004,EF0505,D003,JR010,E0505,A0505
686,26,No,6,Female,Married,BT002,E003,EF0506,D002,JR003,E0506,A0506
689,37,No,3,Male,Married,BT002,E003,EF0507,D002,JR022,E0507,A0507
690,29,No,3,Female,Married,BT002,E002,EF0508,D003,JR010,E0508,A0508
691,35,No,6,Male,Single,BT002,E004,EF0509,D002,JR011,E0509,A0509
692,33,No,6,Male,Divorced,BT003,E003,EF0510,D002,JR014,E0510,A0510
698,54,No,19,Male,Married,BT002,E004,EF0511,D001,JR026,E0511,A0511
699,36,No,9,Male,Divorced,BT002,E002,EF0512,D002,JR013,E0512,A0512
700,27,No,3,Male,Single,BT002,E004,EF0513,D002,JR002,E0513,A0513
701,20,Yes,10,Male,Single,BT002,E001,EF0514,D002,JR002,E0514,A0514
702,33,Yes,3,Male,Single,BT003,E003,EF0515,D002,JR002,E0515,A0515
704,35,No,3,Male,Married,BT001,E003,EF0516,D002,JR003,E0516,A0516
705,23,No,4,Male,Married,BT002,E003,EF0517,D002,JR002,E0517,A0517
707,25,No,8,Male,Married,BT002,E003,EF0518,D003,JR010,E0518,A0518
709,38,No,7,Female,Single,BT002,E004,EF0519,D003,JR010,E0519,A0519
710,29,No,1,Male,Divorced,BT003,E004,EF0520,D002,JR002,E0520,A0520
712,48,No,2,Male,Married,BT002,E001,EF0521,D003,JR010,E0521,A0521
714,27,No,3,Female,Divorced,BT003,E001,EF0522,D003,JR010,E0522,A0522
715,37,No,10,Male,Single,BT002,E002,EF0523,D002,JR002,E0523,A0523
716,50,No,28,Male,Married,BT002,E001,EF0524,D002,JR003,E0524,A0524
717,34,No,9,Female,Single,BT002,E003,EF0525,D002,JR023,E0525,A0525
720,24,Yes,3,Female,Single,BT002,E002,EF0526,D003,JR010,E0526,A0526
721,39,No,2,Female,Single,BT002,E004,EF0527,D002,JR014,E0527,A0527
722,32,No,10,Male,Single,BT002,E003,EF0528,D003,JR010,E0528,A0528
723,50,Yes,8,Male,Married,BT003,E002,EF0529,D003,JR010,E0529,A0529
724,38,No,1,Female,Single,BT002,E004,EF0530,D002,JR014,E0530,A0530
725,27,No,1,Female,Married,BT002,E002,EF0531,D002,JR022,E0531,A0531
727,32,No,3,Female,Single,BT002,E002,EF0532,D002,JR027,E0532,A0532
728,47,No,14,Male,Single,BT002,E004,EF0533,D003,JR010,E0533,A0533
729,40,No,5,Male,Married,BT003,E004,EF0534,D003,JR019,E0534,A0534
730,53,No,7,Male,Married,BT002,E003,EF0535,D002,JR036,E0535,A0535
731,41,No,10,Male,Divorced,BT002,E004,EF0536,D001,JR042,E0536,A0536
732,60,No,16,Male,Single,BT002,E004,EF0537,D003,JR010,E0537,A0537
733,27,No,10,Male,Divorced,BT003,E002,EF0538,D002,JR022,E0538,A0538
734,41,No,1,Male,Married,BT002,E003,EF0539,D001,JR042,E0539,A0539
738,50,No,8,Male,Married,BT002,E004,EF0540,D003,JR007,E0540,A0540
741,28,Yes,1,Female,Single,BT002,E002,EF0541,D002,JR002,E0541,A0541
742,36,No,8,Female,Married,BT001,E003,EF0542,D002,JR027,E0542,A0542
743,38,No,1,Female,Single,BT002,E003,EF0543,D002,JR022,E0543,A0543
744,44,No,24,Male,Single,BT001,E003,EF0544,D002,JR003,E0544,A0544
746,47,No,3,Female,Divorced,BT003,E003,EF0545,D003,JR028,E0545,A0545
747,30,No,27,Male,Divorced,BT002,E005,EF0546,D003,JR010,E0546,A0546
749,29,No,10,Male,Single,BT002,E003,EF0547,D003,JR007,E0547,A0547
752,42,Yes,19,Male,Divorced,BT003,E003,EF0548,D002,JR002,E0548,A0548
754,43,No,15,Male,Married,BT003,E003,EF0549,D003,JR010,E0549,A0549
757,34,No,8,Female,Single,BT002,E002,EF0550,D002,JR014,E0550,A0550
758,23,No,9,Male,Married,BT002,E001,EF0551,D002,JR003,E0551,A0551
760,39,No,3,Female,Married,BT002,E003,EF0552,D001,JR017,E0552,A0552
762,56,No,9,Male,Married,BT002,E003,EF0553,D002,JR032,E0553,A0553
763,40,No,2,Female,Single,BT002,E001,EF0554,D002,JR002,E0554,A0554
764,27,No,7,Female,Single,BT002,E003,EF0555,D002,JR014,E0555,A0555
766,29,No,10,Male,Divorced,BT002,E003,EF0556,D003,JR007,E0556,A0556
769,53,No,6,Male,Single,BT002,E003,EF0557,D002,JR012,E0557,A0557
771,35,No,2,Female,Divorced,BT001,E004,EF0558,D002,JR014,E0558,A0558
772,32,No,24,Male,Married,BT003,E004,EF0559,D002,JR012,E0559,A0559
773,38,No,2,Male,Married,BT002,E005,EF0560,D002,JR002,E0560,A0560
775,34,No,8,Female,Divorced,BT002,E005,EF0561,D002,JR013,E0561,A0561
776,52,No,3,Male,Married,BT002,E004,EF0562,D003,JR033,E0562,A0562
780,33,Yes,1,Male,Single,BT002,E004,EF0563,D002,JR002,E0563,A0563
781,25,No,26,Female,Single,BT002,E001,EF0564,D003,JR010,E0564,A0564
783,45,No,2,Male,Single,BT002,E002,EF0565,D003,JR016,E0565,A0565
784,23,No,10,Male,Single,BT002,E001,EF0566,D002,JR002,E0566,A0566
785,47,Yes,27,Female,Single,BT003,E002,EF0567,D003,JR010,E0567,A0567
786,34,No,2,Male,Single,BT002,E003,EF0568,D003,JR010,E0568,A0568
787,55,Yes,2,Male,Married,BT002,E003,EF0569,D002,JR042,E0569,A0569
789,36,No,8,Male,Single,BT001,E004,EF0570,D003,JR019,E0570,A0570
791,52,No,19,Male,Married,BT001,E004,EF0571,D002,JR002,E0571,A0571
792,26,No,1,Female,Divorced,BT003,E002,EF0572,D002,JR003,E0572,A0572
793,29,No,27,Female,Married,BT002,E003,EF0573,D002,JR014,E0573,A0573
796,26,Yes,8,Male,Single,BT002,E003,EF0574,D003,JR010,E0574,A0574
797,34,No,1,Female,Single,BT002,E004,EF0575,D002,JR002,E0575,A0575
799,54,No,19,Female,Divorced,BT002,E004,EF0576,D002,JR013,E0576,A0576
800,27,No,8,Male,Married,BT003,E001,EF0577,D003,JR010,E0577,A0577
802,37,No,10,Female,Divorced,BT002,E001,EF0578,D002,JR002,E0578,A0578
803,38,No,2,Female,Single,BT003,E004,EF0579,D002,JR013,E0579,A0579
804,34,No,2,Female,Single,BT002,E004,EF0580,D002,JR002,E0580,A0580
805,35,No,8,Female,Married,BT002,E004,EF0581,D003,JR007,E0581,A0581
806,30,No,1,Male,Married,BT002,E003,EF0582,D002,JR003,E0582,A0582
807,40,No,2,Female,Married,BT003,E002,EF0583,D002,JR014,E0583,A0583
808,34,No,8,Female,Married,BT002,E002,EF0584,D003,JR010,E0584,A0584
809,42,No,8,Male,Divorced,BT003,E003,EF0585,D002,JR042,E0585,A0585
811,23,Yes,6,Male,Married,BT002,E003,EF0586,D002,JR003,E0586,A0586
812,24,No,9,Male,Divorced,BT001,E003,EF0587,D002,JR003,E0587,A0587
813,52,No,11,Female,Married,BT002,E004,EF0588,D002,JR012,E0588,A0588
815,50,No,2,Male,Married,BT002,E003,EF0589,D002,JR036,E0589,A0589
816,29,Yes,1,Female,Married,BT002,E002,EF0590,D002,JR003,E0590,A0590
817,33,No,7,Male,Married,BT002,E003,EF0591,D002,JR027,E0591,A0591
819,33,Yes,16,Female,Single,BT002,E003,EF0592,D003,JR010,E0592,A0592
820,47,No,2,Female,Married,BT002,E002,EF0593,D002,JR033,E0593,A0593
823,36,No,1,Female,Married,BT002,E003,EF0594,D002,JR013,E0594,A0594
824,29,No,23,Male,Married,BT002,E002,EF0595,D002,JR002,E0595,A0595
825,58,Yes,2,Male,Single,BT002,E004,EF0596,D002,JR045,E0596,A0596
826,35,No,1,Female,Single,BT002,E004,EF0597,D002,JR002,E0597,A0597
827,42,No,1,Female,Married,BT002,E002,EF0598,D002,JR013,E0598,A0598
828,28,Yes,2,Male,Single,BT002,E004,EF0599,D002,JR002,E0599,A0599
829,36,No,13,Male,Married,BT002,E003,EF0600,D001,JR008,E0600,A0600
830,32,No,4,Female,Married,BT002,E003,EF0601,D002,JR013,E0601,A0601
832,40,No,16,Male,Single,BT003,E004,EF0602,D002,JR012,E0602,A0602
833,30,No,2,Female,Single,BT002,E003,EF0603,D002,JR013,E0603,A0603
834,45,No,2,Female,Single,BT002,E003,EF0604,D002,JR002,E0604,A0604
836,42,No,29,Male,Married,BT002,E003,EF0605,D002,JR013,E0605,A0605
837,38,No,12,Male,Divorced,BT003,E003,EF0606,D002,JR014,E0606,A0606
838,34,No,16,Female,Single,BT003,E004,EF0607,D002,JR002,E0607,A0607
840,49,Yes,11,Female,Married,BT002,E003,EF0608,D003,JR019,E0608,A0608
842,55,Yes,2,Male,Single,BT002,E001,EF0609,D003,JR010,E0609,A0609
843,43,No,14,Male,Married,BT002,E002,EF0610,D002,JR036,E0610,A0610
844,27,No,5,Male,Divorced,BT002,E001,EF0611,D002,JR027,E0611,A0611
845,35,No,7,Male,Single,BT002,E003,EF0612,D002,JR022,E0612,A0612
846,28,No,2,Female,Married,BT002,E004,EF0613,D003,JR010,E0613,A0613
847,34,No,3,Male,Married,BT002,E002,EF0614,D001,JR008,E0614,A0614
848,26,Yes,5,Female,Married,BT003,E002,EF0615,D002,JR002,E0615,A0615
850,27,No,3,Male,Married,BT001,E003,EF0616,D002,JR002,E0616,A0616
851,51,No,26,Female,Married,BT002,E004,EF0617,D003,JR033,E0617,A0617
852,44,No,4,Male,Single,BT002,E003,EF0618,D002,JR014,E0618,A0618
854,25,No,2,Male,Single,BT002,E001,EF0619,D002,JR002,E0619,A0619
855,33,No,1,Male,Divorced,BT002,E003,EF0620,D003,JR010,E0620,A0620
856,35,No,27,Female,Single,BT002,E001,EF0621,D002,JR002,E0621,A0621
857,36,No,1,Male,Married,BT002,E002,EF0622,D003,JR010,E0622,A0622
859,32,No,13,Male,Divorced,BT002,E004,EF0623,D003,JR010,E0623,A0623
861,30,No,5,Male,Divorced,BT003,E004,EF0624,D002,JR002,E0624,A0624
862,53,No,7,Female,Married,BT002,E002,EF0625,D003,JR019,E0625,A0625
864,45,No,9,Male,Divorced,BT002,E003,EF0626,D003,JR019,E0626,A0626
865,32,No,8,Female,Married,BT002,E002,EF0627,D002,JR011,E0627,A0627
867,52,No,25,Female,Married,BT003,E004,EF0628,D002,JR031,E0628,A0628
868,37,No,16,Male,Divorced,BT002,E004,EF0629,D003,JR010,E0629,A0629
869,28,No,8,Male,Divorced,BT002,E002,EF0630,D001,JR008,E0630,A0630
872,22,No,1,Male,Married,BT002,E002,EF0631,D002,JR013,E0631,A0631
874,44,No,8,Male,Married,BT002,E004,EF0632,D002,JR003,E0632,A0632
875,42,No,2,Male,Single,BT003,E001,EF0633,D002,JR002,E0633,A0633
878,36,No,8,Male,Married,BT002,E003,EF0634,D001,JR008,E0634,A0634
879,25,No,3,Male,Married,BT002,E001,EF0635,D003,JR010,E0635,A0635
880,35,No,9,Female,Married,BT002,E003,EF0636,D002,JR022,E0636,A0636
881,35,Yes,25,Female,Divorced,BT003,E004,EF0637,D002,JR002,E0637,A0637
882,32,No,1,Male,Divorced,BT001,E003,EF0638,D002,JR003,E0638,A0638
885,25,No,4,Male,Married,BT002,E001,EF0639,D003,JR010,E0639,A0639
887,49,No,1,Female,Married,BT002,E003,EF0640,D002,JR002,E0640,A0640
888,24,No,4,Male,Married,BT001,E001,EF0641,D002,JR003,E0641,A0641
889,32,No,5,Male,Married,BT003,E002,EF0642,D003,JR010,E0642,A0642
893,38,No,9,Male,Married,BT002,E003,EF0643,D003,JR007,E0643,A0643
894,42,No,3,Female,Married,BT002,E003,EF0644,D002,JR012,E0644,A0644
895,31,No,11,Male,Married,BT002,E004,EF0645,D002,JR002,E0645,A0645
896,29,Yes,1,Female,Divorced,BT002,E003,EF0646,D003,JR007,E0646,A0646
897,53,No,8,Male,Married,BT002,E003,EF0647,D003,JR028,E0647,A0647
899,35,No,25,Male,Married,BT002,E003,EF0648,D002,JR022,E0648,A0648
900,37,No,21,Female,Married,BT003,E002,EF0649,D003,JR007,E0649,A0649
901,53,No,23,Female,Single,BT002,E004,EF0650,D002,JR036,E0650,A0650
902,43,No,1,Female,Married,BT003,E003,EF0651,D002,JR014,E0651,A0651
903,47,No,2,Female,Married,BT002,E002,EF0652,D003,JR010,E0652,A0652
904,37,No,19,Male,Single,BT001,E002,EF0653,D003,JR019,E0653,A0653
905,50,No,2,Male,Divorced,BT001,E004,EF0654,D002,JR033,E0654,A0654
909,39,No,2,Female,Married,BT002,E003,EF0655,D001,JR017,E0655,A0655
910,33,No,3,Male,Divorced,BT002,E002,EF0656,D001,JR008,E0656,A0656
911,32,Yes,25,Male,Single,BT002,E004,EF0657,D002,JR003,E0657,A0657
912,29,No,7,Female,Divorced,BT002,E001,EF0658,D002,JR003,E0658,A0658
913,44,No,9,Male,Married,BT002,E002,EF0659,D002,JR002,E0659,A0659
916,28,No,5,Male,Single,BT002,E004,EF0660,D003,JR010,E0660,A0660
918,58,Yes,2,Male,Divorced,BT003,E001,EF0661,D002,JR003,E0661,A0661
920,43,No,8,Female,Divorced,BT002,E003,EF0662,D002,JR013,E0662,A0662
922,20,Yes,2,Female,Single,BT002,E003,EF0663,D003,JR007,E0663,A0663
